100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.08,100799.875,100799.875,100799.875,100799.875,100799.875,100799.875,100799.875,100795.875,100782.27,100767.875,100753.48,100739.08,100733.48,100732.67,100732.67,100732.67,100732.67,100732.67,100732.67,100732.67,100732.67,100732.67
100799.08,100807.875,100808.67,100807.875,100807.875,100807.875,100807.875,100807.875,100807.875,100807.875,100807.08,100807.08,100807.08,100807.875,100807.875,100807.875,100807.08,100807.08,100807.08,100807.08,100806.27,100805.48,100804.67,100803.875,100801.48,100797.48,100789.48,100780.67,100771.08,100762.27,100756.67,100754.27,100752.67,100751.08,100750.27,100750.27,100749.48,100749.48,100748.67,100748.67
100799.08,100807.875,100809.48,100808.67,100807.875,100807.875,100807.875,100807.875,100807.875,100807.875,100807.875,100807.08,100807.08,100807.08,100807.08,100807.08,100807.08,100807.08,100806.27,100805.48,100804.67,100803.875,100803.08,100801.48,100799.08,100795.08,100789.48,100783.08,100776.67,100770.27,100765.48,100762.27,100760.67,100759.08,100757.48,100756.67,100755.875,100755.875,100755.08,100754.27
100799.08,100808.67,100809.48,100808.67,100808.67,100808.67,100808.67,100808.67,100808.67,100807.875,100807.875,100807.875,100807.875,100807.08,100807.08,100807.08,100807.08,100806.27,100805.48,100804.67,100803.875,100803.08,100801.48,100799.875,100797.48,100794.27,100790.27,100785.48,100780.67,100775.875,100771.875,100769.48,100767.08,100765.48,100763.875,100763.08,100762.27,100761.48,100760.67,100759.875
100799.08,100808.67,100809.48,100809.48,100809.48,100809.48,100809.48,100809.48,100808.67,100808.67,100808.67,100807.875,100807.875,100807.875,100807.08,100807.08,100806.27,100806.27,100805.48,100804.67,100803.875,100802.27,100800.67,100799.08,100796.67,100794.27,100791.08,100787.875,100783.875,100780.67,100777.48,100775.08,100772.67,100771.08,100769.48,100767.875,100767.08,100766.27,100765.48,100764.67
100799.08,100808.67,100810.27,100810.27,100810.27,100810.27,100810.27,100810.27,100810.27,100809.48,100809.48,100808.67,100807.875,100807.875,100807.875,100807.08,100807.08,100806.27,100805.48,100804.67,100803.875,100802.27,100800.67,100799.08,100797.48,100795.08,100792.67,100790.27,100787.875,100784.67,100782.27,100779.875,100777.48,100775.875,100774.27,100772.67,100771.875,100770.27,100769.48,100768.67
100799.08,100808.67,100810.27,100810.27,100810.27,100811.08,100811.08,100811.08,100811.08,100811.08,100810.27,100810.27,100809.48,100808.67,100808.67,100807.875,100807.08,100807.08,100806.27,100805.48,100804.67,100803.08,100801.48,100799.875,100798.27,100796.67,100794.27,100792.67,100791.08,100789.48,100787.08,100784.67,100782.27,100780.67,100778.27,100777.48,100775.875,100775.08,100773.48,100772.67
100799.08,100809.48,100811.08,100811.08,100811.08,100811.875,100811.875,100812.67,100813.48,100813.48,100812.67,100811.875,100811.08,100810.27,100809.48,100808.67,100808.67,100807.875,100807.875,100807.08,100806.27,100804.67,100803.875,100802.27,100800.67,100799.08,100796.67,100794.27,100793.48,100792.67,100791.875,100789.48,100787.08,100783.875,100783.08,100781.48,100780.67,100779.08,100777.48,100775.875
100799.08,100809.48,100811.08,100811.08,100811.875,100811.875,100813.48,100814.27,100815.08,100815.875,100814.27,100813.48,100812.67,100811.08,100810.27,100809.48,100809.48,100809.48,100809.48,100808.67,100807.875,100806.27,100805.48,100804.67,100803.875,100801.48,100798.27,100796.67,100795.875,100795.08,100793.48,100791.875,100789.48,100787.08,100786.27,100785.48,100783.875,100782.27,100780.67,100779.875
100799.08,100809.48,100811.08,100811.875,100811.875,100812.67,100813.48,100815.08,100816.67,100817.48,100815.875,100815.08,100813.48,100811.875,100810.27,100810.27,100810.27,100811.08,100810.27,100808.67,100807.875,100806.27,100804.67,100804.67,100804.67,100803.08,100801.48,100799.875,100797.48,100795.08,100793.48,100791.875,100791.08,100789.48,100788.67,100787.875,100786.27,100784.67,100783.08,100783.08
100799.08,100809.48,100811.875,100811.875,100812.67,100813.48,100814.27,100815.875,100816.67,100817.48,100815.875,100815.08,100814.27,100812.67,100811.08,100810.27,100810.27,100810.27,100809.48,100807.875,100806.27,100804.67,100803.875,100803.08,100803.875,100803.08,100803.08,100801.48,100798.27,100795.08,100792.67,100791.875,100791.08,100790.27,100789.48,100787.875,100786.27,100785.48,100784.67,100784.67
100799.08,100809.48,100811.875,100812.67,100813.48,100814.27,100815.08,100815.875,100817.48,100818.27,100816.67,100815.875,100815.08,100813.48,100811.875,100811.08,100810.27,100810.27,100809.48,100807.875,100806.27,100804.67,100803.875,100803.875,100803.875,100803.875,100803.875,100802.27,100799.08,100795.875,100793.48,100792.67,100791.875,100791.08,100790.27,100788.67,100787.08,100786.27,100786.27,100785.48
100799.08,100810.27,100811.875,100812.67,100813.48,100815.08,100815.875,100816.67,100818.27,100818.27,100817.48,100816.67,100815.08,100814.27,100812.67,100811.875,100811.08,100810.27,100809.48,100808.67,100807.08,100805.48,100804.67,100804.67,100804.67,100803.875,100803.08,100801.48,100799.08,100796.67,100795.08,100794.27,100794.27,100793.48,100791.875,100790.27,100789.48,100787.875,100786.27,100785.48
