294.05005,294.05005,294.05005,293.98755,293.98755,293.98755,293.98755,293.92505,293.92505,293.92505,293.86255,293.86255,293.86255,293.80005,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.73755,293.73755,293.73755,293.73755,293.73755,293.73755,293.73755,293.67505
293.98755,293.98755,293.98755,293.98755,293.98755,293.92505,293.92505,293.92505,293.86255,293.86255,293.86255,293.86255,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.67505,293.67505,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505
293.92505,293.92505,293.92505,293.92505,293.92505,293.92505,293.92505,293.86255,293.86255,293.86255,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255,293.61255,293.61255,293.61255,293.61255,293.61255,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255
293.86255,293.86255,293.92505,293.92505,293.92505,293.86255,293.86255,293.86255,293.80005,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.55005,293.55005,293.55005,293.55005,293.61255,293.61255,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255
293.80005,293.86255,293.86255,293.86255,293.86255,293.86255,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.55005,293.48755,293.48755,293.48755,293.48755,293.48755,293.48755,293.55005,293.55005,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005
293.80005,293.80005,293.80005,293.80005,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.48755,293.48755,293.48755,293.48755,293.48755,293.42505,293.42505,293.42505,293.48755,293.48755,293.55005,293.55005,293.55005,293.55005,293.55005,293.48755,293.48755
293.73755,293.73755,293.80005,293.80005,293.80005,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.55005,293.48755,293.48755,293.48755,293.48755,293.42505,293.42505,293.42505,293.42505,293.42505,293.42505,293.42505,293.42505,293.48755,293.48755,293.48755,293.48755,293.48755,293.48755,293.42505
293.73755,293.73755,293.73755,293.73755,293.73755,293.73755,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.48755,293.48755,293.48755,293.48755,293.42505,293.42505,293.42505,293.42505,293.36255,293.36255,293.36255,293.36255,293.36255,293.42505,293.42505,293.42505,293.48755,293.42505,293.42505,293.42505,293.42505
293.73755,293.67505,293.67505,293.67505,293.73755,293.73755,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.48755,293.48755,293.48755,293.48755,293.42505,293.42505,293.42505,293.42505,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255,293.42505,293.42505,293.42505,293.36255,293.36255
293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.67505,293.61255,293.61255,293.61255,293.55005,293.55005,293.55005,293.48755,293.48755,293.48755,293.48755,293.42505,293.42505,293.42505,293.42505,293.36255,293.36255,293.36255,293.36255,293.36255,293.30005,293.30005,293.30005,293.30005,293.30005,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255,293.36255
